"","rest_id","rest_name","area","orders","Locality","area_code","cuisine","cft","LatLong","cluster","week"
"11.318",5044,"Coriander Leaf","DLF Phase 4",20,"MG Road",87,"North Indian,Mughlai,Pakistani","<= 250","28.478293,77.08088680000003","1",1
"11.419",6959,"Big Jack's","DLF Phase 4",58,"DLF Phase 4",87,"American,Continental","> 2500","28.469749,77.08591100000001","1",1
"11.1706",16446,"Pind Balluchi","DLF Phase 4",150,"Mega Mall",87,"Indian","> 2500","28.475835,77.09310099999993","1",1
"11.3419",24530,"Chawla Dilliwala","DLF Phase 4",43,"Supermart 1, Phase 4",87,"Chinese,Indian","> 250 & <= 500","28.46798,77.08581300000003","1",1
"11.4301",29041,"Rumi's Kitchen","DLF Phase 4",47,"Phase 4",87,"Biryani,Indian,Awadhi","> 2500","28.4697,77.08760699999993","1",1
"21.48",882,"Wangchuk's Tibetan and Ladakhi Kitchen","DLF Phase 4",89,"Sector 47",87,"Tibetan,Nepalese","> 2500","28.466652,77.09404300000006","2",1
"21.164",1903,"Giani","DLF Phase 4",624,"Supermart I",87,"Desserts,Ice Cream","> 250 & <= 500","28.462426,77.08739100000003","2",1
"21.181",2036,"Hungry Buffoons","DLF Phase 4",10,"Golfcourse road",87,"North Indian,Italian,Mexican","> 250 & <= 500","28.461185,77.09548700000005","2",1
"21.1855",17787,"Kaiser","DLF Phase 4",303,"Supermart-1",87,"Mughlai","> 2500","28.461544,77.08880699999997","2",1
"21.3048",22675,"19 Flavours Biryani","DLF Phase 4",140,"Global Foyer Mall",87,"Biryani","> 2500","28.461423,77.094697","2",1
"21.3271",23880,"Habibi","DLF Phase 4",7,"Supermart 1",87,"Lebanese,Indian","> 250 & <= 500","28.4621956,77.08749899999998","2",1
"21.3581",25264,"Bamboo Boat","DLF Phase 4",5,"Supermart 2",87,"Chinese,Thai,Asian","> 2500","28.4613639,77.08889099999999","2",1
"21.3592",25343,"Creambell Icecream","DLF Phase 4",62,"behind supermart 2",87,"Ice Cream","<= 250","28.4612389,77.08863999999994","2",1
"21.3801",26382,"Anandini Himalay Tea","DLF Phase 4",0,"Sushant Shopping Arcade",87,"Cafe","> 250 & <= 500","28.460539,77.07963599999994","2",1
"31.103",1488,"WoW - Vada Pav & More","DLF Phase 4",170,"Sushant Shopping Arcade",87,"Fast Food,Street Food","<= 250","28.460676,77.07887400000004","3",1
"31.123",1658,"Frsh.com","DLF Phase 4",837,"Huda City",87,"Continental,Healthy Food","> 250 & <= 500","28.460769,77.078889","3",1
"31.322",5064,"Mitraao","DLF Phase 4",144,"Sector 56",87,"North Indian","> 2500","28.460815,77.079023","3",1
"31.2247",19409,"Subway","DLF Phase 4",346,"Sushant Shopping Arcade",87,"Healthy Food","> 250 & <= 500","28.460255,77.07894899999997","3",1
"31.3693",25789,"Cherry Comet","DLF Phase 4",25,"Shushant Shopping Arcade",87,"Desserts,Ice Cream","<= 250","28.460826,77.07898499999999","3",1
"31.4229",28536,"Firangi Bake","DLF Phase 4",1,"Shushant  Shopping Arcade",87,"Continental,Italian,Mexican,Spanish","> 2500","28.460825,77.079008","3",1
"41.11",766,"Biryani Blues","DLF Phase 4",436,"Supermart I",87,"Biryani,Hyderabadi","> 2500","28.462238,77.08719799999994","4",1
"41.21",792,"Oriental Fusion","DLF Phase 4",90,"Phase 4",87,"Chinese,Thai,Indonesian,Malaysian","> 250 & <= 500","28.462297,77.08718599999997","4",1
"41.51",889,"Kolkata Biryani House","DLF Phase 4",215,"Sushant Lok",87,"North Indian,Biryani,Fast Food","> 2500","28.462481,77.08715000000007","4",1
"41.1818",17282,"Jarfull","DLF Phase 4",129,"Sushant Shopping Arcade",87,"Desserts,South Indian","<= 250","28.460539,77.07963599999994","4",1
"41.3968",27242,"TriBong","DLF Phase 4",147,"Sushant Vyapar Kendra",87,"Bengali","> 2500","28.460369,77.08441199999993","4",1
"51.252",4274,"Pita Pit","DLF Phase 4",45,"DLF Phase 1",87,"Healthy Food","> 2500","28.4774369,77.10084310000002","5",1
"51.2325",19849,"Your Second Wife","DLF Phase 4",100,"cyber city",87,"North Indian","> 2500","28.479577086546268,77.09192658728034","5",1
"51.2751",21354,"Barista","DLF Phase 4",12,"Global Business Park",87,"Cafe,Beverages","> 250 & <= 500","28.48137484826864,77.10209806906437","5",1
"51.2812",21693,"Eggzellent","DLF Phase 4",14,"DLF Phase 1",87,"Fast Food","> 250 & <= 500","28.478017,77.10007900000005","5",1
"51.3587",25338,"Asian Haus","DLF Phase 4",44,"H Block, DLF Phase 1",87,"Chinese,Thai,Vietnamese,Asian,Japanese,Malaysian","<= 250","28.477984,77.10009200000002","5",1
"61.106",1491,"Golden Dragon","DLF Phase 4",12,"DLF Mall",87,"Chinese,Seafood,Asian,Japanese","<= 250","28.476716,77.09326299999998","6",1
"61.393",6244,"Burger Singh","DLF Phase 4",1121,"Sushant Lok 1",87,"Fast Food","> 2500","28.468291,77.07486599999993","6",1
"61.976",11668,"Pizza Hut","DLF Phase 4",128,"Sushant Lok",87,"Fast Food,Pizzas","> 250 & <= 500","28.468441,77.07431900000006","6",1
"61.2249",19414,"Subway","DLF Phase 4",472,"DLF Phase 4",87,"American,Fast Food","> 250 & <= 500","28.4676142,77.08140389999994","6",1
"61.2478",20416,"Oh Teri! Indian Kitchen","DLF Phase 4",401,"Galleria Complex",87,"North Indian","> 250 & <= 500","28.4672518,77.0798317","6",1
"61.2600",20907,"Fu.D","DLF Phase 4",822,"Vipul Square",87,"Fast Food","<= 250","28.464828,77.078667","6",1
"61.3137",23055,"Movenpick","DLF Phase 4",22,"Galleria Market, right side of ccd",87,"Desserts","> 2500","28.4674315,77.08121419999998","6",1
"61.3604",25359,"A to Z Cafe","DLF Phase 4",28,"Sushant Lok-1, Bock B",87,"North Indian,Chinese,South Indian,Mughlai,Juices","<= 250","28.46502,77.07919800000002","6",1
"71.9",742,"Goli Vada Pav No. 1","DLF Phase 4",180,"Phase 1",87,"Maharashtrian","<= 250","28.460113,77.084067","7",1
"71.193",2272,"Kathi Junction","DLF Phase 4",66,"Vyapar kendra",87,"North Indian,Fast Food","> 250 & <= 500","28.4605617,77.08373129999995","7",1
"71.253",4276,"Shamji Snacks","DLF Phase 4",313,"Sushant Lok",87,"North Indian,Desserts","> 250 & <= 500","28.46037,77.08375799999999","7",1
"71.668",9838,"Shree Shyam Restaurant","DLF Phase 4",127,"DLF Phase 4",87,"North Indian","> 250 & <= 500","28.453153,77.08113000000003","7",1
"71.1009",11790,"Romi Da Dhaba","DLF Phase 4",438,"Sushant Vyapar Kendraa",87,"North Indian","<= 250","28.459796,77.08373699999993","7",1
"71.1221",12925,"Burgz Bee","DLF Phase 4",228,"Vyapar Kendra - Sushant lok 1",87,"Fast Food","<= 250","28.459842,77.084204","7",1
"71.1676",16266,"Sham Sweets","DLF Phase 4",163,"Sushant Lok",87,"Sweets","<= 250","28.46037,77.08375799999999","7",1
"71.2905",22018,"Lockup","DLF Phase 4",144,"DLF Phase 4",87,"North Indian,Chinese,Mughlai","> 250 & <= 500","28.4599251,77.08343450000007","7",1
"71.3549",24980,"Curry n Phulka","DLF Phase 4",151,"Sushant Vyapar Kendra",87,"North Indian,Chinese","> 250 & <= 500","28.46037,77.08375799999999","7",1
"81.17",787,"Cafe Wanderlust","DLF Phase 4",102,"DLF Phase 4",87,"Cafe","> 2500","28.467326,77.08206300000006","8",1
"81.70",1183,"Madhuban- Sattvic South Indian Restaurant","DLF Phase 4",290,"DLF Phase 4",87,"South Indian","> 2500","28.46834,77.08338000000003","8",1
"81.324",5068,"Chaat Chowk","DLF Phase 4",257,"DLF Phase 4",87,"Street Food","> 250 & <= 500","28.467153,77.08209549999992","8",1
"81.2194",19100,"Faasos","DLF Phase 4",328,"Sushant Lok",87,"North Indian,Fast Food","> 2500","28.460827,77.07900799999993","8",1
"81.4030",27532,"Khansama Al-quresh","DLF Phase 4",125,"Sushant Shopping Arcade",87,"North Indian,Mughlai","> 250 & <= 500","28.4606275,77.07955390000006","8",1
"81.4098",27889,"Cheesy Kneads","DLF Phase 4",239,"Cross Point Mall",87,"Continental,Italian","> 2500","28.4682268,77.0834582","8",1
"91.102",1357,"Haldiram's","DLF Phase 4",796,"Sahara Mall",87,"North Indian,Chinese,Desserts,South Indian,Fast Food","> 250 & <= 500","28.47986815846864,77.08687391799924","9",1
"91.369",5930,"Burger King","DLF Phase 4",564,"DLF Phase 4",87,"American,Fast Food","> 250 & <= 500","28.479018,77.080464","9",1
"91.991",11763,"Not Just Paranthas","DLF Phase 4",52,"DT City Central Mall",87,"Mughlai,Indian,Pakistani","> 250 & <= 500","28.479067,77.08035700000005","9",1
"91.1455",14967,"Mogli's Coffee","DLF Phase 4",221,"MG Road",87,"Cafe,Beverages","> 250 & <= 500","28.478975,77.08022699999992","9",1
"91.2332",19861,"Uforia Kitchen & Lounge Bar","DLF Phase 4",0,"MGF Mega City Mall, MG Road",87,"North Indian,Continental,Asian","<= 250","28.4797688,77.08940729999995","9",1
"91.3285",23899,"Bueno","DLF Phase 4",14,"MGF Metropolis Mall",87,"Desserts,American,Italian,Mexican,Mediterranean","> 2500","28.4791293305493,77.0823432727691","9",1
"91.3379",24230,"Domino's Pizza","DLF Phase 4",0,"City Centre Mall",87,"Pizzas","> 2500","28.4791209,77.08007850000001","9",1
"101.593",9091,"Tughlaq","DLF Phase 4",44,"DLF Phase 4",87,"North Indian,Chinese,Seafood,Mughlai","<= 250","28.454625,77.09688499999993","10",1
"101.1618",15919,"Burger Point","DLF Phase 4",242,"Near Genpact",87,"Fast Food","<= 250","28.44976,77.09791599999994","10",1
"101.1837",17569,"Khan Chacha","DLF Phase 4",136,"One Horizon Centre",87,"Indian","> 2500","28.450525,77.09702300000004","10",1
"101.2144",19022,"GoGourmet","DLF Phase 4",38,"One Horizon Centre",87,"Cafe,Healthy Food","> 2500","28.451622,77.09671000000003","10",1
"101.2736",21335,"Bhai Ji Foods","DLF Phase 4",202,"Golf Course Road",87,"Indian","> 250 & <= 500","28.45478,77.09713999999997","10",1
"101.2911",22032,"Carl's Jr.","DLF Phase 4",305,"One Horizon Centre",87,"American,Fast Food","> 250 & <= 500","28.4512,77.09803399999998","10",1
"101.3675",25763,"Falhari- A Fruitful Habit","DLF Phase 4",14,"Sector 43",87,"Beverages,Salads","<= 250","28.452583,77.09117200000003","10",1
"101.3804",26386,"The Gathering Hut","DLF Phase 4",184,"Golf Course Road",87,"North Indian,Chinese","> 250 & <= 500","28.45478,77.09713999999997","10",1
"111.30",832,"Burger Homes","DLF Phase 4",56,"DLF Phase 1",87,"Fast Food","> 250 & <= 500","28.471595334081858,77.10195646032707","11",1
"111.247",4130,"Dana Choga's Kitchen","DLF Phase 4",114,"DLF Phase 1",87,"North Indian,Mughlai","> 2500","28.472267,77.10171200000002","11",1
"111.1446",14853,"Yumz","DLF Phase 4",21,"DLF Phase 1",87,"Chinese,Continental,Italian,Mexican,Indian","> 2500","28.472082596360718,77.10207110370482","11",1
"111.2250",19416,"Subway","DLF Phase 4",151,"DLF Phase 1",87,"American,Fast Food","> 250 & <= 500","28.4714021,77.10217549999993","11",1
"111.2479",20417,"Subway","DLF Phase 4",43,"Shopping Mall, Arjun Marg",87,"Fast Food","> 250 & <= 500","28.466174,77.09949400000005","11",1
"111.2592",20894,"Bhookhaa","DLF Phase 4",21,"Qutub plaza",87,"North Indian,Desserts,American,Continental,Italian,European,Cafe,Lebanese,Healthy Food,Salads,Pastas","> 2500","28.47255,77.10199499999999","11",1
"111.2756",21359,"Barista","DLF Phase 4",40,"Qutub Plaza",87,"Cafe,Beverages","> 250 & <= 500","28.471736,77.09973220000006","11",1
"111.3541",24970,"Tamil Nadu South Corner","DLF Phase 4",53,"Qutub plaza",87,"South Indian","<= 250","28.4721075,77.10183430000006","11",1
"111.3612",25370,"Chacha's Take Away","DLF Phase 4",93,"Qutab Plaza Market",87,"North Indian","> 250 & <= 500","28.4724358,77.1023958","11",1
"121.22",794,"Chef Style","DLF Phase 4",99,"DLF Phase 4",87,"North Indian","> 2500","28.467464,77.08178499999985","12",1
"121.1690",16411,"Crudo Juicery","DLF Phase 4",113,"Galleria Market",87,"Beverages","> 250 & <= 500","28.467464,77.08178499999985","12",1
"121.3590",25341,"Thaalicious by Handi Xpress","DLF Phase 4",233,"Galleria Market",87,"North Indian,Chinese","<= 250","28.4679671,77.0815571","12",1
"121.3599",25354,"Drunken Monkey","DLF Phase 4",148,"galleria",87,"Beverages","> 250 & <= 500","28.4679671,77.08155710000005","12",1
"121.64",1138,"Kwaliti","DLF Phase 4",74,"Galleria Market",87,"North Indian,Chinese","> 2500","28.467464,77.08210499999996","12",1
"121.166",1919,"L'Opera","DLF Phase 4",45,"DLF Galleria",87,"Desserts,Bakery","<= 250","28.4672974,77.08223769999995","12",1
"121.562",8642,"Burger Point","DLF Phase 4",747,"Galleria Market",87,"Fast Food","<= 250","28.467409,77.082268","12",1
"121.2598",20903,"Hotdog Factory","DLF Phase 4",111,"Galleria Complex",87,"Fast Food","> 250 & <= 500","28.466974,77.08221300000002","12",1
"121.2982",22341,"Coastal Reef","DLF Phase 4",390,"Galleria Market",87,"South Indian,Seafood,Coastal","> 2500","28.467533,77.08182799999986","12",1
"131.725",10300,"Bengali By Nature","DLF Phase 4",197,"Maruti Vihar",87,"North Indian,Bengali","> 250 & <= 500","28.476643,77.08262100000002","13",1
"131.729",10307,"Handi Xpress (MG Road)","DLF Phase 4",157,"Saraswati Vihar",87,"North Indian,Chinese,Mughlai","> 250 & <= 500","28.4761827,77.08273380000003","13",1
"131.1306",13630,"Rollmaal","DLF Phase 4",62,"DLF Phase 4",87,"Fast Food","> 250 & <= 500","28.462575,77.087043","13",1
"131.1550",15562,"Fig","DLF Phase 4",41,"Galleria Market",87,"Desserts,American,Continental,Italian,Mexican,Beverages,Healthy Food","> 250 & <= 500","28.47061,77.08415200000002","13",1
"131.1817",17281,"Mucchad's SamosaZz & More","DLF Phase 4",765,"Maruti Vihar",87,"North Indian,Fast Food,Mughlai,Street Food","<= 250","28.47532884936584,77.08215503704832","13",1
"131.2486",20425,"Burger Planet","DLF Phase 4",98,"Chaakkarpur",87,"North Indian,Chinese,Fast Food","<= 250","28.47713,77.08508899999993","13",1
"131.2735",21334,"Me Kong Bowl","DLF Phase 4",15,"Sushant Shopping Arcade",87,"Chinese,Thai,Asian","> 250 & <= 500","28.460566,77.08035900000004","13",1
"131.2742",21345,"Al Zaitoon","DLF Phase 4",29,"DLF Mega Mall",87,"Middle Eastern,Arabian","> 2500","28.475736,77.09303899999998","13",1
"131.3593",25344,"Thaalicious by Handi Xpress","DLF Phase 4",54,"Saraswati Vihar",87,"North Indian,Chinese","<= 250","28.4761064,77.0827341","13",1
"141.28",820,"Sum Yum Asia","DLF Phase 4",84,"DLF Phase 4",87,"Chinese,Thai,Asian","> 2500","28.462462,77.08728300000007","14",1
"141.340",5337,"Pizza Central","DLF Phase 4",155,"DLF Phase 4",87,"Fast Food,Pizzas","> 250 & <= 500","28.462542,77.08730500000001","14",1
"141.379",6045,"Giani's","DLF Phase 4",193,"DLF Phase 4",87,"Desserts,Ice Cream","<= 250","28.462433,77.08729500000004","14",1
"141.1520",15393,"Arabian Nites","DLF Phase 4",93,"Supermart-1",87,"Lebanese","> 250 & <= 500","28.46254,77.08726999999999","14",1
"141.3747",26055,"Juste Miam","DLF Phase 4",57,"Supermart - 1",87,"Desserts,Bakery","<= 250","28.46254,77.08726999999999","14",1
"151.159",1894,"Bunker","DLF Phase 4",392,"DLF Phase 4, Gurgaon",87,"North Indian,Chinese,Continental","<= 250","28.468227,77.08367299999998","15",1
"151.489",8138,"Chaayos","DLF Phase 4",265,"DLF Phase 4",87,"Cafe","> 250 & <= 500","28.4679758,77.08415030000003","15",1
"151.975",11667,"Big Wong","DLF Phase 4",152,"Galleria",87,"Chinese,Thai","<= 250","28.468342,77.083394","15",1
"151.1909",17878,"Cafe Coffee Day","DLF Phase 4",104,"DLF Mega Mall",87,"Fast Food,Cafe","> 250 & <= 500","28.47543546,77.09300862999999","15",1
"151.3421",24534,"The Lost Mughal","DLF Phase 4",4,"DLF Mega Mall",87,"Mughlai","> 2500","28.4763644,77.09377900000004","15",1
"151.3423",24537,"Abar Khabo","DLF Phase 4",46,"DLF Mega Mall",87,"Bengali","> 2500","28.4763644,77.09377900000004","15",1
"161.18",788,"Delhicacy","DLF Phase 4",179,"DLF Phase 4",87,"North Indian,Street Food","> 250 & <= 500","28.46714,77.081953","16",1
"161.990",11761,"One Dollar Curry","DLF Phase 4",811,"Galleria Market",87,"Chinese,Indian","<= 250","28.467523,77.08165600000007","16",1
"161.1448",14947,"Khan Chacha","DLF Phase 4",257,"Galleria Market",87,"Mughlai","> 2500","28.4673,77.08159999999998","16",1
"161.1576",15660,"Behrouz Biryani","DLF Phase 4",152,"Shushant Arcade",87,"Biryani","<= 250","28.460827,77.07900500000005","16",1
"161.2077",18734,"Keventers","DLF Phase 4",336,"Galleria Market",87,"Beverages","> 250 & <= 500","28.467252,77.08197700000005","16",1
"161.3865",26759,"NYC.PIE","DLF Phase 4",280,"Galleria Market",87,"Pizzas","> 2500","28.467419,77.08167200000003","16",1
"12.419",6959,"Big Jack's","DLF Phase 4",58,"DLF Phase 4",87,"American,Continental","> 2500","28.469749,77.08591100000001","1",2
"12.506",8271,"Cafe Kangaroos","DLF Phase 4",6,"Sohna Road",87,"Australian","<= 250","28.468185,77.08568100000002","1",2
"12.1675",16265,"Beyond Breads","DLF Phase 4",1,"DLF Phase 1",87,"Continental","> 2500","28.473093,77.09254499999997","1",2
"12.1706",16446,"Pind Balluchi","DLF Phase 4",150,"Mega Mall",87,"Indian","> 2500","28.475835,77.09310099999993","1",2
"12.4183",28290,"Cuisinoz by Food O Gram","DLF Phase 4",11,"opposite galleria market",87,"North Indian,Chinese,Mughlai","> 250 & <= 500","28.469766,77.08587799999998","1",2
"22.1",728,"Ambarsariya","DLF Phase 4",47,"Supermart I",87,"North Indian","> 250 & <= 500","28.461750,77.088089","2",2
"22.48",882,"Wangchuk's Tibetan and Ladakhi Kitchen","DLF Phase 4",89,"Sector 47",87,"Tibetan,Nepalese","> 2500","28.466652,77.09404300000006","2",2
"22.164",1903,"Giani","DLF Phase 4",624,"Supermart I",87,"Desserts,Ice Cream","> 250 & <= 500","28.462426,77.08739100000003","2",2
"22.1008",11789,"Karim's","DLF Phase 4",38,"Golf Course Road",87,"North Indian,Mughlai","> 2500","28.460461,77.09517099999994","2",2
"22.1855",17787,"Kaiser","DLF Phase 4",303,"Supermart-1",87,"Mughlai","> 2500","28.461544,77.08880699999997","2",2
"22.2327",19851,"Tandoor Express","DLF Phase 4",2,"DLF Phase 4",87,"North Indian","> 250 & <= 500","28.462088,77.08733899999993","2",2
"22.2900",22010,"My Country Platter","DLF Phase 4",6,"DLF Phase 4",87,"North Indian,Asian","> 2500","28.4614099,77.08880279999994","2",2
"22.3197",23407,"Star Food Trucks","DLF Phase 4",2,"Sec 42",87,"North Indian,Mughlai","> 2500","28.45928,77.10171100000002","2",2
"22.4184",28291,"PizzaMania","DLF Phase 4",4,"Near Anya Hotel",87,"Italian","> 250 & <= 500","28.455068,77.097123","2",2
"32.123",1658,"Frsh.com","DLF Phase 4",837,"Huda City",87,"Continental,Healthy Food","> 250 & <= 500","28.460769,77.078889","3",2
"32.688",9952,"Pomodoro Bistro","DLF Phase 4",43,"DLF Phase 4",87,"Italian,Cafe,Healthy Food","> 2500","28.460826,77.07899599999996","3",2
"32.1735",16810,"Dine-Esty","DLF Phase 4",14,"Time Square Building",87,"Chinese,Indian","<= 250","28.460135,77.07852200000002","3",2
"32.2247",19409,"Subway","DLF Phase 4",346,"Sushant Shopping Arcade",87,"Healthy Food","> 250 & <= 500","28.460255,77.07894899999997","3",2
"32.2740",21340,"Cafe Burger BC","DLF Phase 4",106,"Near Gold Souk Mall",87,"Fast Food","<= 250","28.45029,77.079298","3",2
"32.4095",27886,"Desi Hunger","DLF Phase 4",39,"Shushant Shopping Arcade",87,"Fast Food,Snacks","<= 250","28.4601890,77.0788110","3",2
"42.11",766,"Biryani Blues","DLF Phase 4",436,"Supermart I",87,"Biryani,Hyderabadi","> 2500","28.462238,77.08719799999994","4",2
"42.2099",18770,"New Nizam's Kababs & Biryanis","DLF Phase 4",23,"DLF Phase 4",87,"Mughlai,Lebanese","> 2500","28.462475,77.08713999999998","4",2
"42.2554",20676,"Nuterro","DLF Phase 4",19,"Sushant Shopping Arcade",87,"Continental,Italian,Indian,Healthy Food","> 2500","28.460539,77.07963599999994","4",2
"42.3429",24544,"Wai Yu Mun Ching","DLF Phase 4",92,"Supermart 1",87,"Chinese,Thai","> 2500","28.462248,77.08710500000007","4",2
"42.3968",27242,"TriBong","DLF Phase 4",147,"Sushant Vyapar Kendra",87,"Bengali","> 2500","28.460369,77.08441199999993","4",2
"52.93",1339,"Doughlicious","DLF Phase 4",4,"Global Business Park",87,"Desserts,Fast Food,Bakery","> 2500","28.481312,77.10231699999997","5",2
"52.1324",13788,"JURO","DLF Phase 4",29,"Sector 50",87,"Healthy Food","<= 250","28.476566,77.09958600000004","5",2
"52.2325",19849,"Your Second Wife","DLF Phase 4",100,"cyber city",87,"North Indian","> 2500","28.479577086546268,77.09192658728034","5",2
"52.3587",25338,"Asian Haus","DLF Phase 4",44,"H Block, DLF Phase 1",87,"Chinese,Thai,Vietnamese,Asian,Japanese,Malaysian","<= 250","28.477984,77.10009200000002","5",2
"52.3588",25339,"Sushi Haus","DLF Phase 4",22,"H Block, DLF Phase 1",87,"Japanese","<= 250","28.477984,77.10009200000002","5",2
"62.67",1146,"Flip Bistro and Pizzeria","DLF Phase 4",11,"DLF Phase 4",87,"American,Italian,European","<= 250","28.46777,77.08125999999993","6",2
"62.393",6244,"Burger Singh","DLF Phase 4",1121,"Sushant Lok 1",87,"Fast Food","> 2500","28.468291,77.07486599999993","6",2
"62.2091",18753,"Rred Hot Cafe","DLF Phase 4",7,"Sushant Lok",87,"Chinese,Thai,Asian","<= 250","28.46819,77.07452899999998","6",2
"62.2249",19414,"Subway","DLF Phase 4",472,"DLF Phase 4",87,"American,Fast Food","> 250 & <= 500","28.4676142,77.08140389999994","6",2
"62.2600",20907,"Fu.D","DLF Phase 4",822,"Vipul Square",87,"Fast Food","<= 250","28.464828,77.078667","6",2
"62.2918",22091,"Wrapchick shawarma express","DLF Phase 4",43,"Shushant Lok",87,"North Indian,Chinese,Continental,Lebanese","> 250 & <= 500","28.460929,77.07939699999997","6",2
"62.3049",22676,"Janaab","DLF Phase 4",13,"Galleria Market",87,"North Indian,Mughlai","> 250 & <= 500","28.4666576,77.08120250000002","6",2
"62.4185",28292,"The Cake King","DLF Phase 4",17,"Sushant Lok",87,"Bakery","> 250 & <= 500","28.460921,77.07936399999994","6",2
"72.34",846,"Maal Gaadi","DLF Phase 4",20,"Sushant Lok",87,"North Indian,Mughlai","> 2500","28.460576,77.083752","7",2
"72.45",875,"FoodZilla","DLF Phase 4",61,"Sushant Lok",87,"North Indian,Chinese","> 2500","28.460557,77.08378500000003","7",2
"72.253",4276,"Shamji Snacks","DLF Phase 4",313,"Sushant Lok",87,"North Indian,Desserts","> 250 & <= 500","28.46037,77.08375799999999","7",2
"72.1009",11790,"Romi Da Dhaba","DLF Phase 4",438,"Sushant Vyapar Kendraa",87,"North Indian","<= 250","28.459796,77.08373699999993","7",2
"72.1221",12925,"Burgz Bee","DLF Phase 4",228,"Vyapar Kendra - Sushant lok 1",87,"Fast Food","<= 250","28.459842,77.084204","7",2
"72.1751",16831,"Wah Ji Wah","DLF Phase 4",81,"Vyapar Kendra - Sushant lok 1",87,"North Indian","> 250 & <= 500","28.460613,77.08328200000005","7",2
"72.3954",27215,"Machan","DLF Phase 4",5,"DLF-4",87,"North Indian,Chinese,Continental","> 250 & <= 500","28.454462637790442,77.08337106613158","7",2
"72.4120",27916,"DA RANGOLI KUSUM SNACKS","DLF Phase 4",8,"Vyapar Kendra",87,"North Indian,Chinese","> 250 & <= 500","28.459877,77.0840081","7",2
"72.4319",29128,"Indo Chinese","DLF Phase 4",52,"sushant lok 1",87,"North Indian,Chinese","> 250 & <= 500","28.460037,77.083843","7",2
"82.70",1183,"Madhuban- Sattvic South Indian Restaurant","DLF Phase 4",290,"DLF Phase 4",87,"South Indian","> 2500","28.46834,77.08338000000003","8",2
"82.225",3519,"Monty's Chicken wings","DLF Phase 4",10,"DLF Phase 4",87,"Fast Food","> 2500","28.460826,77.0790068","8",2
"82.324",5068,"Chaat Chowk","DLF Phase 4",257,"DLF Phase 4",87,"Street Food","> 250 & <= 500","28.467153,77.08209549999992","8",2
"82.2597",20902,"Cafe Shunya","DLF Phase 4",13,"DLF Phase 4",87,"Healthy Food","> 2500","28.468342,77.08338200000003","8",2
"82.3058",22688,"Di Ghent Cafe","DLF Phase 4",41,"City Point Mall",87,"Continental,European","> 2500","28.468323609641413,77.08303037662961","8",2
"82.3143",23063,"Kake Da Hotel","DLF Phase 4",28,"Sushant Lok",87,"North Indian,Mughlai","> 250 & <= 500","28.4606275,77.07955390000006","8",2
"92.14",780,"Khaaja Chowk","DLF Phase 4",30,"DLF Phase 4",87,"North Indian,Mughlai","<= 250","28.477673085840976,77.07310846972996","9",2
"92.102",1357,"Haldiram's","DLF Phase 4",796,"Sahara Mall",87,"North Indian,Chinese,Desserts,South Indian,Fast Food","> 250 & <= 500","28.47986815846864,77.08687391799924","9",2
"92.369",5930,"Burger King","DLF Phase 4",564,"DLF Phase 4",87,"American,Fast Food","> 250 & <= 500","28.479018,77.080464","9",2
"92.598",9249,"Mr. Idli Express","DLF Phase 4",163,"DLF Phase 4",87,"North Indian,Chinese,South Indian","> 250 & <= 500","28.47916911138237,77.08225696693421","9",2
"92.1455",14967,"Mogli's Coffee","DLF Phase 4",221,"MG Road",87,"Cafe,Beverages","> 250 & <= 500","28.478975,77.08022699999992","9",2
"92.2755",21358,"Barista","DLF Phase 4",11,"DT City Center Mall",87,"Cafe,Beverages","> 250 & <= 500","28.478993,77.080185","9",2
"92.3673",25760,"Sanskriiti","DLF Phase 4",102,"MGF Metropolis Mall",87,"North Indian,South Indian","> 2500","28.47912,77.08210699999995","9",2
"102.1618",15919,"Burger Point","DLF Phase 4",242,"Near Genpact",87,"Fast Food","<= 250","28.44976,77.09791599999994","10",2
"102.1621",15927,"Caffe Tonino","DLF Phase 4",15,"One Horizon Centre",87,"Italian","<= 250","28.451622,77.09671000000003","10",2
"102.2100",18771,"Dilli Darbar","DLF Phase 4",49,"Sushant Lok Phase 1",87,"Chinese,Indian","> 250 & <= 500","28.45287322998047,77.08403015136719","10",2
"102.2736",21335,"Bhai Ji Foods","DLF Phase 4",202,"Golf Course Road",87,"Indian","> 250 & <= 500","28.45478,77.09713999999997","10",2
"102.2910",22026,"food smugglers","sohna road",37,"Sector 43",87,"North Indian,Chinese,Fast Food","> 2500","28.45158865815992,77.08776263939512","10",2
"102.2911",22032,"Carl's Jr.","DLF Phase 4",305,"One Horizon Centre",87,"American,Fast Food","> 250 & <= 500","28.4512,77.09803399999998","10",2
"102.4097",27888,"Majnu ka tilla","DLF Phase 4",19,"Shushant Shopping Arcade",87,"North Indian,Chinese,Mughlai","> 250 & <= 500","28.45287322998047,77.08403015136719","10",2
"102.4414",29599,"Shophouse by Kylin","DLF Phase 4",1,"One Horizon Centre",87,"Chinese,Thai","<= 250","28.451101,77.09828199999993","10",2
"112.35",848,"Moets Coco Palm","DLF Phase 4",16,"DLF Phase 4",87,"South Indian","<= 250","28.47467,77.10489000000007","11",2
"112.247",4130,"Dana Choga's Kitchen","DLF Phase 4",114,"DLF Phase 1",87,"North Indian,Mughlai","> 2500","28.472267,77.10171200000002","11",2
