"","rest_id","rest_name","area","orders","Locality","area_code","cuisine","cft","LatLong","cluster","week"
"64.2089",18751,"Banarasi Zaika","Cyber City",72,"Sikenderpur",17,"North Indian,Chinese","> 250 & <= 500","28.486675,77.09356700000001","6",4
"64.2596",20901,"Burger N Chaap Cafe","Cyber City",31,"dlf phase 3",17,"Fast Food","<= 250","28.48946600000001,77.09421468803737","6",4
"64.3613",25371,"Nikhil Food Point","Cyber City",536,"U block",17,"North Indian","<= 250","28.4894833,77.09486900000002","6",4
"64.3745",26053,"Mumbai Fast Food","Cyber City",179,"JK Market",17,"Fast Food","<= 250","28.488359,77.09277299999997","6",4
"64.4035",27538,"Midnight Hunger","Cyber City",45,"U Block, DLF Phase 3",17,"North Indian,Continental","> 250 & <= 500","28.48963,77.09508499999993","6",4
"74.55",946,"Chaayos","Cyber City",138,"DLF Phase 2",17,"Desserts,Italian,Cafe,Indian","<= 250","28.49413,77.09275500000001","7",4
"74.88",1331,"Goli Vada Pav No. 1","Cyber City",204,"Huda Market",17,"Maharashtrian","<= 250","28.49337,77.09332999999992","7",4
"74.163",1901,"Giani","Cyber City",589,"DLF Phase 3",17,"Desserts,Ice Cream","> 250 & <= 500","28.4936958,77.09207960000003","7",4
"74.179",2033,"Ferringhi Garden","Cyber City",3,"DLF phase 2",17,"North Indian,Chinese","<= 250","28.489822,77.084384","7",4
"74.1367",14261,"Au Bon Pain","Cyber City",58,"DLF Cyber City",17,"Cafe","> 2500","28.495124,77.08842500000003","7",4
"74.1544",15500,"Wow! Momo","Cyber City",165,"DLF Food Court",17,"Tibetan","> 250 & <= 500","28.495885,77.08905600000003","7",4
"74.2340",19974,"Taco Bell","Cyber City",404,"Tower C",17,"Mexican","> 2500","28.49478,77.08875999999998","7",4
"74.3601",25356,"InstaDozza","Cyber City",182,"Rapid metro station",17,"South Indian,Fast Food","<= 250","28.4933783,77.09332799999993","7",4
"74.4116",27909,"MUTTONKING","Cyber City",1,"DLF Phase 2",17,"North Indian","> 2500","28.488503,77.08536500000002","7",4
"84.5",734,"Idliss","Cyber City",882,"DLF Phase 3",17,"North Indian,Chinese,South Indian","<= 250","28.493617,77.094424","8",4
"84.7",738,"My Food Factory","Cyber City",50,"DLF Phase 3",17,"North Indian,Chinese,Fast Food","> 250 & <= 500","28.494942,77.10346600000003","8",4
"84.919",11425,"Moms Kitchen","Cyber City",23,"DLF Phase-3",17,"North Indian,Snacks","> 250 & <= 500","28.49354,77.09390299999995","8",4
"84.1428",14701,"Biryani 365","Cyber City",512,"DLF Phase 3",17,"Biryani","> 250 & <= 500","28.49482,77.09556999999995","8",4
"84.2396",20123,"Jetha Lal Ka Dhaba","Cyber City",65,"Cyber City",17,"Chinese,Indian","> 250 & <= 500","28.493245,77.09484739999994","8",4
"84.2398",20125,"Tawa N Tandoor","Cyber City",204,"DLF Phase 3",17,"North Indian,Chinese,Mughlai","> 2500","28.492877,77.09437700000001","8",4
"84.2556",20680,"Bistro - Idliss","Cyber City",0,"DLF Phase 3",17,"North Indian,Chinese,Biryani","> 250 & <= 500","28.493617,77.094424","8",4
"84.2912",22033,"Lajawab Family Restaurant","Cyber City",70,"opp. DLF phase 3 metro",17,"North Indian,Chinese,Biryani,South Indian,Fast Food","> 250 & <= 500","28.49344,77.09397000000001","8",4
"84.4103",27894,"Welcome Cafeteria","Cyber City",129,"U Block, DLF Phase 3",17,"North Indian,Mughlai","> 250 & <= 500","28.4928913,77.09432800000002","8",4
"94.2248",19410,"Subway","Cyber City",107,"Building no 5",17,"American,Fast Food","> 250 & <= 500","28.490009,77.09196500000007","9",4
"94.2262",19435,"The Chocolate Room","Cyber City",12,"Building No 5",17,"Desserts,Bakery","<= 250","28.490009,77.09196500000007","9",4
"94.3272",23881,"The Diet Kitchen","Cyber City",95,"DLF Phase 3",17,"Continental,Healthy Food","> 250 & <= 500","28.490872,77.09287500000005","9",4
"94.3514",24929,"Kusum Rolls","Cyber City",257,"U block",17,"Chinese,Fast Food","<= 250","28.4908764,77.0924698","9",4
"94.3538",24966,"Biryani Chronicles","Cyber City",50,"U block",17,"North Indian,Mughlai","> 250 & <= 500","28.4907499,77.09243839999999","9",4
"104.1155",12697,"29 Foodieez","Cyber City",15,"DLF Phase 3",17,"Chinese,South Indian","<= 250","28.493536542189332,77.09374581943507","10",4
"104.1669",16257,"Tpot Cafe","Cyber City",42,"DLF Phae 3",17,"Desserts,Beverages,Snacks","<= 250","28.493635,77.09351300000003","10",4
"104.1708",16460,"Rajasthali","Cyber City",109,"MGF Metropolitan Mall",17,"Rajasthani","> 250 & <= 500","28.480713,77.08040000000005","10",4
"104.2394",20121,"Maggi Hotspot","Cyber City",34,"Cyber City",17,"Fast Food","<= 250","28.494005,77.09337499999992","10",4
"104.3045",22672,"Best In Burgers","Cyber City",33,"Dlf phase 3 metro",17,"Fast Food","<= 250","28.4939219,77.09373519999997","10",4
"114.15",781,"Leaping Caravan","Cyber City",59,"DLF Phase 4",17,"North Indian,South Indian,Bengali","> 2500","28.482755,77.09563700000001","11",4
"114.605",9331,"Biryani Blues","Cyber City",354,"Cyber City",17,"Biryani,Hyderabadi","> 2500","28.48273,77.09591","11",4
"114.1854",17786,"Matamaal","Cyber City",11,"City Court",17,"Kashmiri","<= 250","28.482515,77.09512300000006","11",4
"114.2191",19097,"Faasos","Cyber City",351,"DLF City Court",17,"North Indian,Fast Food","> 2500","28.482672,77.09547099999997","11",4
"114.3606",25362,"SuzieWong","Cyber City",56,"Sikandarpur",17,"Chinese,Thai","> 2500","28.4826319,77.09576390000007","11",4
"114.4227",28534,"Firangi Bake","Cyber City",1,"DLF City Court",17,"Continental,Italian,Mexican,Spanish","> 2500","28.482674,77.09546999999998","11",4
"124.1629",15938,"The Paradise Biryani","Cyber City",312,"Pink Town House Market",17,"Biryani","> 250 & <= 500","28.490536,77.09362399999998","12",4
"124.2418",20148,"B Shed Cafe by Kennedy's","Cyber City",572,"DLF Phase 3",17,"Fast Food","> 250 & <= 500","28.4899342,77.09444280000002","12",4
"124.2732",21328,"Lucknow's Kabab","Cyber City",419,"DLF Phase 3",17,"North Indian,Mughlai","> 250 & <= 500","28.4899007,77.09478680000007","12",4
"124.4313",29121,"Food Shop","Cyber City",7,"U Block",17,"North Indian,Chinese,Mughlai","> 250 & <= 500","28.4897294,77.0944842","12",4
"11.63",1136,"Viva Hyderabad","Sector-14",64,"Near Gurgaon Plaza",29,"North Indian,Biryani","> 2500","28.476453,77.044515","1",1
"11.76",1214,"Om Sweets & Snacks","Sector-14",2675,"Sector 14",29,"North Indian,Chinese,South Indian,Fast Food","> 250 & <= 500","28.473542,77.04775100000006","1",1
"11.125",1664,"KB's Kulfi & Icecream","Sector-14",201,"Sector 14",29,"Ice Cream","<= 250","28.475518,77.04374400000006","1",1
"11.977",11669,"Pizza Hut","Sector-14",243,"Sector- 14",29,"Fast Food,Pizzas","> 250 & <= 500","28.475598,77.04476799999998","1",1
"11.1004",11783,"Le Levain","Sector-14",90,"Sector 14",29,"Continental,Italian,Bakery","> 2500","28.474077,77.04693599999996","1",1
"11.1229",13018,"Rasoi","Sector-14",278,"Near Hanuman Mandir",29,"Chinese,Indian","> 250 & <= 500","28.474228,77.04719499999999","1",1
"11.1430",14715,"Gohan Grill and Bistro","Sector-14",1,"Sector 15",29,"Japanese","<= 250","28.467672,77.04619600000001","1",1
"11.1850",17778,"Keventers","Sector-14",172,"Sector 14 Market",29,"Beverages","> 250 & <= 500","28.4734724,77.04615880000006","1",1
"11.4032",27535,"Six Pack Kitchen","Sector-14",210,"Sector 14",29,"Continental,Healthy Food","> 250 & <= 500","28.470171,77.04522700000007","1",1
"21.53",932,"Being Chef","Sector-14",324,"Sector 45",29,"North Indian,Chinese,Italian","<= 250","28.471095373072437,77.05265363351282","2",1
"21.71",1184,"Yo! China","Sector-14",230,"Main Market Sector 14",29,"Chinese","> 2500","28.47412,77.04733799999997","2",1
"21.75",1211,"Gulab wala","Sector-14",444,"Maharana Pratap Chowk, Sector 14",29,"North Indian,South Indian,Fast Food","> 250 & <= 500","28.471858,77.05251399999997","2",1
"21.127",1667,"KB's Kulfi & Icecream","Sector-14",209,"Atul Kataria Chowk",29,"Ice Cream","<= 250","28.48233,77.04949699999997","2",1
"21.1647",16092,"Singh Chicken Corner","Sector-14",549,"Sector 14",29,"North Indian","> 250 & <= 500","28.478355651247522,77.04539218650825","2",1
"21.1905",17874,"Cafe Coffee Day","Sector-14",158,"Sector 14",29,"Fast Food,Cafe","> 250 & <= 500","28.477493,77.046107","2",1
"21.3281",23893,"South Store","Sector-14",319,"sector 14 Market",29,"South Indian","> 250 & <= 500","28.4743318,77.04756099999997","2",1
"21.3866",26761,"Madurai Meenakshi Bhawan","Sector-14",506,"Sector 14 Market",29,"South Indian","> 250 & <= 500","28.474199,77.04740600000002","2",1
"21.3963",27236,"Konetto Pizza","Sector-14",156,"Sector 14",29,"Italian","<= 250","28.478574,77.04635899999994","2",1
"31.74",1210,"New India and Chinese Corner","Sector-14",220,"Part 2 , sector 15",29,"North Indian,Chinese","> 250 & <= 500","28.457793,77.044491","3",1
"31.162",1899,"Goli Vada Pav No. 1","Sector-14",305,"Sector 15 Part 2 Market",29,"Fast Food,Maharashtrian,Street Food","<= 250","28.458485,77.04366500000003","3",1
"31.342",5339,"Kwality Cakes and Bakes","Sector-14",162,"Sector 15",29,"Desserts,Fast Food,Bakery","<= 250","28.45561,77.03811199999996","3",1
"31.1300",13623,"Speedy Chow","Sector-14",80,"HUDA Complex",29,"Chinese,Thai","> 250 & <= 500","28.458376,77.04349400000001","3",1
"31.1305",13629,"Rollmaal","Sector-14",90,"HUDA Complex",29,"Fast Food","> 250 & <= 500","28.458376,77.04349400000001","3",1
"31.2824",21711,"RD's Burger Bistro","Sector-14",87,"Sector 15",29,"Fast Food","> 250 & <= 500","28.4579621,77.044624","3",1
"31.2983",22343,"Tongue Twisters","Sector-14",121,"Sector 15",29,"Ice Cream","<= 250","28.457473,77.04348500000003","3",1
"31.3966",27240,"Khane mein dum","Sector-14",205,"Sector 15",29,"North Indian,Chinese","<= 250","28.4638056,77.04401540000003","3",1
"31.3971",27245,"Burger by nature","Sector-14",152,"Style Plaza",29,"Continental,Fast Food","<= 250","28.454643,77.03871900000001","3",1
"41.84",1272,"Shamji Snacks","Sector-14",236,"Sector 14",29,"North Indian,Desserts","> 250 & <= 500","28.469285,77.03860800000007","4",1
"41.1225",12930,"Sun Sweets Restaurant","Sector-14",261,"Sector 12",29,"North Indian,Chinese,South Indian,Fast Food","> 250 & <= 500","28.464373,77.03349400000002","4",1
"41.1678",16274,"Sham Sweets","Sector-14",82,"Sector 14",29,"Sweets","<= 250","28.469285,77.03860800000007","4",1
"41.2146",19027,"Health Nuts","Sector-14",134,"sector 14",29,"North Indian,Continental,Healthy Food,Juices","> 2500","28.465533,77.03481999999997","4",1
"41.2410",20138,"Harish Bakery","Sector-14",574,"Sohna Chowk",29,"North Indian,Chinese,Continental,South Indian,Sweets","> 250 & <= 500","28.457845344546246,77.02737501223373","4",1
"41.2593",20896,"Burger Point","Sector-14",112,"Tikona Park",29,"Fast Food","<= 250","28.453278,77.01820799999996","4",1
"41.3543",24972,"Cafe Romeo","Sector-14",169,"Old DLF colony",29,"Italian","> 250 & <= 500","28.469093,77.04428099999996","4",1
"41.3806",26388,"Mr. Singh Chic-Inn","Sector-14",308,"Sector 15",29,"North Indian,Chinese","> 250 & <= 500","28.4559682,77.03748050000002","4",1
"12.76",1214,"Om Sweets & Snacks","Sector-14",2675,"Sector 14",29,"North Indian,Chinese,South Indian,Fast Food","> 250 & <= 500","28.473542,77.04775100000006","1",2
"12.125",1664,"KB's Kulfi & Icecream","Sector-14",201,"Sector 14",29,"Ice Cream","<= 250","28.475518,77.04374400000006","1",2
"12.128",1685,"Sugandh Restaurant","Sector-14",352,"Rajiv Nagar, Sector 14",29,"North Indian,Chinese","> 250 & <= 500","28.475433,77.04246699999999","1",2
"12.1003",11782,"Masala Fusion","Sector-14",115,"Old DLF Colony",29,"Chinese,Mughlai,Indian","> 250 & <= 500","28.472673,77.042236","1",2
"12.1430",14715,"Gohan Grill and Bistro","Sector-14",1,"Sector 15",29,"Japanese","<= 250","28.467672,77.04619600000001","1",2
"12.2589",20890,"Weird time food","Sector-14",0,"Sector 14",29,"North Indian,Continental","> 250 & <= 500","28.4707242,77.04566380000006","1",2
"12.3377",24228,"Domino's Pizza","Sector-14",0,"Sector 14",29,"Pizzas","> 2500","28.4735524,77.04785049999998","1",2
"12.4100",27891,"Bakingo","Sector-14",69,"sector 14",29,"Desserts,Bakery","> 250 & <= 500","28.470541,77.044258","1",2
"12.4268",28741,"Carpedium","Sector-14",4,"Sector 14 Huda market",29,"Bakery","> 2500","28.473812,77.04754100000002","1",2
"22.61",1133,"Burger Hut","Sector-14",107,"Sector 17",29,"Fast Food","<= 250","28.478168,77.06084899999996","2",2
"22.75",1211,"Gulab wala","Sector-14",444,"Maharana Pratap Chowk, Sector 14",29,"North Indian,South Indian,Fast Food","> 250 & <= 500","28.471858,77.05251399999997","2",2
"22.973",11656,"Burger Xpress","Sector-14",156,"Sector 14",29,"Fast Food","> 250 & <= 500","28.4743689,77.0486426","2",2
"22.1647",16092,"Singh Chicken Corner","Sector-14",549,"Sector 14",29,"North Indian","> 250 & <= 500","28.478355651247522,77.04539218650825","2",2
"22.3275",23887,"Pind Bawarchi","Sector-14",158,"Sector 14",29,"North Indian,Chinese,Mughlai","> 250 & <= 500","28.473824,77.04806800000006","2",2
"22.3802",26383,"Biryani & Roll","Sector-14",201,"IFFCO colony, Sector 17B",29,"North Indian","> 250 & <= 500","28.4814239,77.06468380000001","2",2
"22.3866",26761,"Madurai Meenakshi Bhawan","Sector-14",506,"Sector 14 Market",29,"South Indian","> 250 & <= 500","28.474199,77.04740600000002","2",2
"22.3967",27241,"Chand chini","Sector-14",322,"Sector 14",29,"North Indian,Chinese,Mughlai","> 250 & <= 500","28.47306,77.04869800000006","2",2
"22.4096",27887,"Swynk - The Cafe","Sector-14",16,"sector 14",29,"Chinese,Continental,Indian","> 2500","28.47391,77.04763100000002","2",2
"32.74",1210,"New India and Chinese Corner","Sector-14",220,"Part 2 , sector 15",29,"North Indian,Chinese","> 250 & <= 500","28.457793,77.044491","3",2
"32.79",1257,"Neighbourhood Bar & Grill","Sector-14",13,"Sector 15 Part 2",29,"North Indian,Chinese,Continental","<= 250","28.458174,77.04388900000004","3",2
"32.98",1349,"Ichizen Japanese Restaurant","Sector-14",2,"Galaxy hotel and spa",29,"Japanese","<= 250","28.463175,77.050207","3",2
"32.162",1899,"Goli Vada Pav No. 1","Sector-14",305,"Sector 15 Part 2 Market",29,"Fast Food,Maharashtrian,Street Food","<= 250","28.458485,77.04366500000003","3",2
"32.1625",15932,"Shamji Snacks","Sector-14",55,"Sector 15",29,"Chinese,Continental,Indian","> 250 & <= 500","28.458282,77.04434200000003","3",2
"32.1674",16264,"Sham Sweets","Sector-14",30,"Sector 15",29,"Sweets","<= 250","28.458282,77.04434200000003","3",2
"32.2983",22343,"Tongue Twisters","Sector-14",121,"Sector 15",29,"Ice Cream","<= 250","28.457473,77.04348500000003","3",2
"32.3622",25381,"FoodBuzz","Sector-14",5,"Sector 15 Part II Market",29,"Chinese,Continental,Indian","> 250 & <= 500","28.4585624,77.04412860000002","3",2
"32.3742",26048,"Frozen Factory","Sector-14",15,"Sector 15",29,"Ice Cream","> 250 & <= 500","28.456037,77.04362200000003","3",2
"42.84",1272,"Shamji Snacks","Sector-14",236,"Sector 14",29,"North Indian,Desserts","> 250 & <= 500","28.469285,77.03860800000007","4",2
"42.220",2690,"Moti Mahal Delux","Sector-14",32,"Sector 12, Gurgaon, Near Bus Stand",29,"North Indian,Mughlai","<= 250","28.4659043,77.03512969999997","4",2
"42.2410",20138,"Harish Bakery","Sector-14",574,"Sohna Chowk",29,"North Indian,Chinese,Continental,South Indian,Sweets","> 250 & <= 500","28.457845344546246,77.02737501223373","4",2
"42.3280",23892,"Juice Lounge","Sector-14",79,"Sector 14",29,"Fast Food,Beverages","> 2500","28.4695478,77.04467210000007","4",2
"42.3806",26388,"Mr. Singh Chic-Inn","Sector-14",308,"Sector 15",29,"North Indian,Chinese","> 250 & <= 500","28.4559682,77.03748050000002","4",2
"42.3893",26791,"Uncle G Amritsari Food Junction","Sector-14",143,"Sohna Chowk",29,"North Indian","> 250 & <= 500","28.4582089,77.02842480000004","4",2
"42.3964",27237,"KC bakers","Sector-14",48,"Khandsa Road",29,"Desserts,Bakery,Healthy Food,Snacks","> 250 & <= 500","28.455941,77.02257600000007","4",2
"42.4111",27904,"Dont Worry Eat Curry","Sector-14",39,"Old delhi gurgaon road",29,"Indian","> 250 & <= 500","28.466652,77.03411900000003","4",2
"13.63",1136,"Viva Hyderabad","Sector-14",64,"Near Gurgaon Plaza",29,"North Indian,Biryani","> 2500","28.476453,77.044515","1",3
"13.76",1214,"Om Sweets & Snacks","Sector-14",2675,"Sector 14",29,"North Indian,Chinese,South Indian,Fast Food","> 250 & <= 500","28.473542,77.04775100000006","1",3
"13.125",1664,"KB's Kulfi & Icecream","Sector-14",201,"Sector 14",29,"Ice Cream","<= 250","28.475518,77.04374400000006","1",3
"13.977",11669,"Pizza Hut","Sector-14",243,"Sector- 14",29,"Fast Food,Pizzas","> 250 & <= 500","28.475598,77.04476799999998","1",3
"13.1004",11783,"Le Levain","Sector-14",90,"Sector 14",29,"Continental,Italian,Bakery","> 2500","28.474077,77.04693599999996","1",3
"13.1229",13018,"Rasoi","Sector-14",278,"Near Hanuman Mandir",29,"Chinese,Indian","> 250 & <= 500","28.474228,77.04719499999999","1",3
"13.1850",17778,"Keventers","Sector-14",172,"Sector 14 Market",29,"Beverages","> 250 & <= 500","28.4734724,77.04615880000006","1",3
"13.4032",27535,"Six Pack Kitchen","Sector-14",210,"Sector 14",29,"Continental,Healthy Food","> 250 & <= 500","28.470171,77.04522700000007","1",3
"13.4268",28741,"Carpedium","Sector-14",4,"Sector 14 Huda market",29,"Bakery","> 2500","28.473812,77.04754100000002","1",3
"23.53",932,"Being Chef","Sector-14",324,"Sector 45",29,"North Indian,Chinese,Italian","<= 250","28.471095373072437,77.05265363351282","2",3
"23.71",1184,"Yo! China","Sector-14",230,"Main Market Sector 14",29,"Chinese","> 2500","28.47412,77.04733799999997","2",3
"23.127",1667,"KB's Kulfi & Icecream","Sector-14",209,"Atul Kataria Chowk",29,"Ice Cream","<= 250","28.48233,77.04949699999997","2",3
"23.1647",16092,"Singh Chicken Corner","Sector-14",549,"Sector 14",29,"North Indian","> 250 & <= 500","28.478355651247522,77.04539218650825","2",3
"23.1905",17874,"Cafe Coffee Day","Sector-14",158,"Sector 14",29,"Fast Food,Cafe","> 250 & <= 500","28.477493,77.046107","2",3
"23.3281",23893,"South Store","Sector-14",319,"sector 14 Market",29,"South Indian","> 250 & <= 500","28.4743318,77.04756099999997","2",3
"23.3866",26761,"Madurai Meenakshi Bhawan","Sector-14",506,"Sector 14 Market",29,"South Indian","> 250 & <= 500","28.474199,77.04740600000002","2",3
"23.3963",27236,"Konetto Pizza","Sector-14",156,"Sector 14",29,"Italian","<= 250","28.478574,77.04635899999994","2",3
"23.4096",27887,"Swynk - The Cafe","Sector-14",16,"sector 14",29,"Chinese,Continental,Indian","> 2500","28.47391,77.04763100000002","2",3
"33.74",1210,"New India and Chinese Corner","Sector-14",220,"Part 2 , sector 15",29,"North Indian,Chinese","> 250 & <= 500","28.457793,77.044491","3",3
"33.162",1899,"Goli Vada Pav No. 1","Sector-14",305,"Sector 15 Part 2 Market",29,"Fast Food,Maharashtrian,Street Food","<= 250","28.458485,77.04366500000003","3",3
"33.342",5339,"Kwality Cakes and Bakes","Sector-14",162,"Sector 15",29,"Desserts,Fast Food,Bakery","<= 250","28.45561,77.03811199999996","3",3
"33.1300",13623,"Speedy Chow","Sector-14",80,"HUDA Complex",29,"Chinese,Thai","> 250 & <= 500","28.458376,77.04349400000001","3",3
"33.1305",13629,"Rollmaal","Sector-14",90,"HUDA Complex",29,"Fast Food","> 250 & <= 500","28.458376,77.04349400000001","3",3
"33.1674",16264,"Sham Sweets","Sector-14",30,"Sector 15",29,"Sweets","<= 250","28.458282,77.04434200000003","3",3
"33.2824",21711,"RD's Burger Bistro","Sector-14",87,"Sector 15",29,"Fast Food","> 250 & <= 500","28.4579621,77.044624","3",3
"33.3966",27240,"Khane mein dum","Sector-14",205,"Sector 15",29,"North Indian,Chinese","<= 250","28.4638056,77.04401540000003","3",3
"33.3971",27245,"Burger by nature","Sector-14",152,"Style Plaza",29,"Continental,Fast Food","<= 250","28.454643,77.03871900000001","3",3
"43.84",1272,"Shamji Snacks","Sector-14",236,"Sector 14",29,"North Indian,Desserts","> 250 & <= 500","28.469285,77.03860800000007","4",3
"43.1225",12930,"Sun Sweets Restaurant","Sector-14",261,"Sector 12",29,"North Indian,Chinese,South Indian,Fast Food","> 250 & <= 500","28.464373,77.03349400000002","4",3
"43.1678",16274,"Sham Sweets","Sector-14",82,"Sector 14",29,"Sweets","<= 250","28.469285,77.03860800000007","4",3
"43.2146",19027,"Health Nuts","Sector-14",134,"sector 14",29,"North Indian,Continental,Healthy Food,Juices","> 2500","28.465533,77.03481999999997","4",3
"43.2410",20138,"Harish Bakery","Sector-14",574,"Sohna Chowk",29,"North Indian,Chinese,Continental,South Indian,Sweets","> 250 & <= 500","28.457845344546246,77.02737501223373","4",3
"43.2593",20896,"Burger Point","Sector-14",112,"Tikona Park",29,"Fast Food","<= 250","28.453278,77.01820799999996","4",3
"43.3543",24972,"Cafe Romeo","Sector-14",169,"Old DLF colony",29,"Italian","> 250 & <= 500","28.469093,77.04428099999996","4",3
"43.3964",27237,"KC bakers","Sector-14",48,"Khandsa Road",29,"Desserts,Bakery,Healthy Food,Snacks","> 250 & <= 500","28.455941,77.02257600000007","4",3
"14.76",1214,"Om Sweets & Snacks","Sector-14",2675,"Sector 14",29,"North Indian,Chinese,South Indian,Fast Food","> 250 & <= 500","28.473542,77.04775100000006","1",4
"14.125",1664,"KB's Kulfi & Icecream","Sector-14",201,"Sector 14",29,"Ice Cream","<= 250","28.475518,77.04374400000006","1",4
"14.128",1685,"Sugandh Restaurant","Sector-14",352,"Rajiv Nagar, Sector 14",29,"North Indian,Chinese","> 250 & <= 500","28.475433,77.04246699999999","1",4
"14.1003",11782,"Masala Fusion","Sector-14",115,"Old DLF Colony",29,"Chinese,Mughlai,Indian","> 250 & <= 500","28.472673,77.042236","1",4
"14.1430",14715,"Gohan Grill and Bistro","Sector-14",1,"Sector 15",29,"Japanese","<= 250","28.467672,77.04619600000001","1",4
"14.2589",20890,"Weird time food","Sector-14",0,"Sector 14",29,"North Indian,Continental","> 250 & <= 500","28.4707242,77.04566380000006","1",4
"14.3377",24228,"Domino's Pizza","Sector-14",0,"Sector 14",29,"Pizzas","> 2500","28.4735524,77.04785049999998","1",4
"14.4032",27535,"Six Pack Kitchen","Sector-14",210,"Sector 14",29,"Continental,Healthy Food","> 250 & <= 500","28.470171,77.04522700000007","1",4
"14.4100",27891,"Bakingo","Sector-14",69,"sector 14",29,"Desserts,Bakery","> 250 & <= 500","28.470541,77.044258","1",4
"24.61",1133,"Burger Hut","Sector-14",107,"Sector 17",29,"Fast Food","<= 250","28.478168,77.06084899999996","2",4
"24.71",1184,"Yo! China","Sector-14",230,"Main Market Sector 14",29,"Chinese","> 2500","28.47412,77.04733799999997","2",4
"24.75",1211,"Gulab wala","Sector-14",444,"Maharana Pratap Chowk, Sector 14",29,"North Indian,South Indian,Fast Food","> 250 & <= 500","28.471858,77.05251399999997","2",4
"24.973",11656,"Burger Xpress","Sector-14",156,"Sector 14",29,"Fast Food","> 250 & <= 500","28.4743689,77.0486426","2",4
"24.1647",16092,"Singh Chicken Corner","Sector-14",549,"Sector 14",29,"North Indian","> 250 & <= 500","28.478355651247522,77.04539218650825","2",4
"24.3275",23887,"Pind Bawarchi","Sector-14",158,"Sector 14",29,"North Indian,Chinese,Mughlai","> 250 & <= 500","28.473824,77.04806800000006","2",4
"24.3802",26383,"Biryani & Roll","Sector-14",201,"IFFCO colony, Sector 17B",29,"North Indian","> 250 & <= 500","28.4814239,77.06468380000001","2",4
"24.3866",26761,"Madurai Meenakshi Bhawan","Sector-14",506,"Sector 14 Market",29,"South Indian","> 250 & <= 500","28.474199,77.04740600000002","2",4
"24.3967",27241,"Chand chini","Sector-14",322,"Sector 14",29,"North Indian,Chinese,Mughlai","> 250 & <= 500","28.47306,77.04869800000006","2",4
"34.74",1210,"New India and Chinese Corner","Sector-14",220,"Part 2 , sector 15",29,"North Indian,Chinese","> 250 & <= 500","28.457793,77.044491","3",4
"34.79",1257,"Neighbourhood Bar & Grill","Sector-14",13,"Sector 15 Part 2",29,"North Indian,Chinese,Continental","<= 250","28.458174,77.04388900000004","3",4
"34.98",1349,"Ichizen Japanese Restaurant","Sector-14",2,"Galaxy hotel and spa",29,"Japanese","<= 250","28.463175,77.050207","3",4
"34.162",1899,"Goli Vada Pav No. 1","Sector-14",305,"Sector 15 Part 2 Market",29,"Fast Food,Maharashtrian,Street Food","<= 250","28.458485,77.04366500000003","3",4
"34.1305",13629,"Rollmaal","Sector-14",90,"HUDA Complex",29,"Fast Food","> 250 & <= 500","28.458376,77.04349400000001","3",4
"34.1625",15932,"Shamji Snacks","Sector-14",55,"Sector 15",29,"Chinese,Continental,Indian","> 250 & <= 500","28.458282,77.04434200000003","3",4
"34.2983",22343,"Tongue Twisters","Sector-14",121,"Sector 15",29,"Ice Cream","<= 250","28.457473,77.04348500000003","3",4
"34.3622",25381,"FoodBuzz","Sector-14",5,"Sector 15 Part II Market",29,"Chinese,Continental,Indian","> 250 & <= 500","28.4585624,77.04412860000002","3",4
"34.3742",26048,"Frozen Factory","Sector-14",15,"Sector 15",29,"Ice Cream","> 250 & <= 500","28.456037,77.04362200000003","3",4
"44.220",2690,"Moti Mahal Delux","Sector-14",32,"Sector 12, Gurgaon, Near Bus Stand",29,"North Indian,Mughlai","<= 250","28.4659043,77.03512969999997","4",4
"44.2410",20138,"Harish Bakery","Sector-14",574,"Sohna Chowk",29,"North Indian,Chinese,Continental,South Indian,Sweets","> 250 & <= 500","28.457845344546246,77.02737501223373","4",4
"44.3280",23892,"Juice Lounge","Sector-14",79,"Sector 14",29,"Fast Food,Beverages","> 2500","28.4695478,77.04467210000007","4",4
"44.3543",24972,"Cafe Romeo","Sector-14",169,"Old DLF colony",29,"Italian","> 250 & <= 500","28.469093,77.04428099999996","4",4
"44.3806",26388,"Mr. Singh Chic-Inn","Sector-14",308,"Sector 15",29,"North Indian,Chinese","> 250 & <= 500","28.4559682,77.03748050000002","4",4
"44.3893",26791,"Uncle G Amritsari Food Junction","Sector-14",143,"Sohna Chowk",29,"North Indian","> 250 & <= 500","28.4582089,77.02842480000004","4",4
"44.3964",27237,"KC bakers","Sector-14",48,"Khandsa Road",29,"Desserts,Bakery,Healthy Food,Snacks","> 250 & <= 500","28.455941,77.02257600000007","4",4
"44.4111",27904,"Dont Worry Eat Curry","Sector-14",39,"Old delhi gurgaon road",29,"Indian","> 250 & <= 500","28.466652,77.03411900000003","4",4
"11.320",5049,"Karnataka","Palam Vihar",959,"Sector 22",30,"North Indian,Chinese,South Indian","> 250 & <= 500","28.5029472,77.06292680000001","1",1
"11.434",7325,"Burger Point","Palam Vihar",1305,"Huda Market",30,"Fast Food","<= 250","28.503036,77.06257099999993","1",1
"11.636",9684,"Wah Ji Wah","Palam Vihar",1069,"Huda Main Market, Sector 22",30,"North Indian","> 250 & <= 500","28.502833,77.06263999999999","1",1
